code,title,description,credits,institution,department,prerequisites
IDS 4091,Capstone Seminar,,3,University Of New Orleans,PLACEHOLDER,
IS 306,Model United Nations,,3,University Of New Orleans,PLACEHOLDER,
IS 409,Senior Exit Course,,3,University Of New Orleans,PLACEHOLDER,
IS 499,Senior Honors Thesis,,3,University Of New Orleans,PLACEHOLDER,
IS 499,Internship Internatnl Studies,,3,University Of New Orleans,PLACEHOLDER,
IS 499,Honors Internship IS,,3,University Of New Orleans,PLACEHOLDER,
ITAL 1001,Basic Italian I,,3,University Of New Orleans,PLACEHOLDER,
ITAL 1002,Basic Italian II,,3,University Of New Orleans,PLACEHOLDER,
ITAL 2001,Intermediate Italian I,,3,University Of New Orleans,PLACEHOLDER,
ITAL 3191,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
ITAL 3192,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
ITAL 3193,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
JAPN 1001,Basic Japanese I,,3,University Of New Orleans,PLACEHOLDER,
JAPN 1002,Basic Japanese II,,3,University Of New Orleans,PLACEHOLDER,
JAPN 2001,Intermediate Japanese I,,3,University Of New Orleans,PLACEHOLDER,
JAPN 2002,Intermediate Japanese II,,3,University Of New Orleans,PLACEHOLDER,
JAPN 3191,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
JAPN 3192,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
JAPN 3193,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
JOUR 2700,Introduction to Journalism,,3,University Of New Orleans,PLACEHOLDER,
JOUR 2790,Special Topics in Journalism,,3,University Of New Orleans,PLACEHOLDER,
JOUR 3760,Educational Journalism,,3,University Of New Orleans,PLACEHOLDER,
JOUR 4398,Internship in Journalism,,3,University Of New Orleans,PLACEHOLDER,
JOUR 4700,Advanced Journalism,,3,University Of New Orleans,PLACEHOLDER,
JOUR 4710,Feature Writing,,3,University Of New Orleans,PLACEHOLDER,
JOUR 5700,Advanced Journalism,,3,University Of New Orleans,PLACEHOLDER,
JOUR 5710,Feature Writing,,3,University Of New Orleans,PLACEHOLDER,
JOUR 5792,Independent Study,,3,University Of New Orleans,PLACEHOLDER,
JOUR 6700,Special Studies in Print Journalism,,3,University Of New Orleans,PLACEHOLDER,
JUST 6810,Theories of Justice,,3,University Of New Orleans,PLACEHOLDER,
JUST 6820,Justice and Law,,3,University Of New Orleans,PLACEHOLDER,
JUST 6830,Justice Research I,,3,University Of New Orleans,PLACEHOLDER,
JUST 6840,Justice Research II,,3,University Of New Orleans,PLACEHOLDER,
JUST 6900,Special Topics in Justice,,3,University Of New Orleans,PLACEHOLDER,
JUST 6980,Independent Study in Justice Studies,,3,University Of New Orleans,PLACEHOLDER,
JUST 6990,Justice Practicum,,3,University Of New Orleans,PLACEHOLDER,
JUST 7030,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,
JUST 7030,Justice Prospectus,,3,University Of New Orleans,PLACEHOLDER,
JUST 7050,Dissertation Research,,3,University Of New Orleans,PLACEHOLDER,
LAT 1011,Introductory Latin Reading I,,3,University Of New Orleans,PLACEHOLDER,
LAT 1012,Introductory Latin Reading II,,3,University Of New Orleans,PLACEHOLDER,
LAT 2011,Intermediate Latin Reading I,,3,University Of New Orleans,PLACEHOLDER,
EDLS 3100,Children�s Literature,,3,University Of New Orleans,PLACEHOLDER,
EDLS 4200,Young Adult Literature,,3,University Of New Orleans,PLACEHOLDER,
EDLS 5200,Young Adult Literature,,3,University Of New Orleans,PLACEHOLDER,
EDLS 6545,Literature for Gifted/Talented,,3,University Of New Orleans,PLACEHOLDER,
EDLS 6650,Teaching Information Literacy,,3,University Of New Orleans,PLACEHOLDER,
EDLS 6710,Nonfiction Across Curriculum,,3,University Of New Orleans,PLACEHOLDER,
MANG 2472,Business Communicatio Oral,,3,University Of New Orleans,PLACEHOLDER,
MANG 2790,Business Communication,,3,University Of New Orleans,PLACEHOLDER,
MANG 3070,Managing the Family Business,,3,University Of New Orleans,PLACEHOLDER,
MANG 3071,Franchise Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 3090,Internship in Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 3099,Senior Honors Thesis,,3,University Of New Orleans,PLACEHOLDER,
MANG 3401,Intro to Mgmt & Org Behavior,,3,University Of New Orleans,PLACEHOLDER,
MANG 3402,Operations and Systems Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 3467,Human Resource Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 3491,Directed Study Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 3595,AApecial Topics Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 3778,Management Information Systems,,3,University Of New Orleans,PLACEHOLDER,
MANG 3788,Business Applicatn Development,,3,University Of New Orleans,PLACEHOLDER,
MANG 4400,Survey Management Topics,,3,University Of New Orleans,PLACEHOLDER,
MANG 4424,Leadership in Organizations,,3,University Of New Orleans,PLACEHOLDER,
MANG 4446,International Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 4450,Disaster Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 4468,HRM Strategy & Compensatn Syst,,3,University Of New Orleans,PLACEHOLDER,
MANG 4469,Staffing & Developing HR,,3,University Of New Orleans,PLACEHOLDER,
MANG 4470,Employment Law for Managers,,3,University Of New Orleans,PLACEHOLDER,
MANG 4471,Quality Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 4472,Supply Chain Managment,,3,University Of New Orleans,PLACEHOLDER,
MANG 4474,Purchasing and Logistics Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 4480,Business Policies & Problems,,3,University Of New Orleans,PLACEHOLDER,
MANG 4487,Org Behaviour,,3,University Of New Orleans,PLACEHOLDER,
MANG 4497,Current Topics in Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 4710,Innovation Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 4720,Cybersecurity Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 4730,Bus Info Syst Anly & Design,,3,University Of New Orleans,PLACEHOLDER,
MANG 4750,Bus. Intelligence & Analytics,,3,University Of New Orleans,PLACEHOLDER,
MANG 4760,Managing Electronic Commerce,,3,University Of New Orleans,PLACEHOLDER,
MANG 4771,Business Analytics in Practice,,3,University Of New Orleans,PLACEHOLDER,
MANG 5400,Survey Management Topics,,3,University Of New Orleans,PLACEHOLDER,
MANG 5407,Innovation Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 5420,Organizational Theory,,3,University Of New Orleans,PLACEHOLDER,
MANG 5424,Leadership in Organizations,,3,University Of New Orleans,PLACEHOLDER,
MANG 5446,International Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 5450,Disaster Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 5468,HRM Strategy & Compensatn Syst,,3,University Of New Orleans,PLACEHOLDER,
MANG 5469,Staffing & Developing HR,,3,University Of New Orleans,PLACEHOLDER,
MANG 5470,Employment Law for Managers,,3,University Of New Orleans,PLACEHOLDER,
MANG 5471,Quality Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 5472,Supply Chain Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 5497,Current Topics in Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 5730,Bus Info Syst Anal,,3,University Of New Orleans,PLACEHOLDER,
MANG 5750,Bus. Intelligence & Analytics,,3,University Of New Orleans,PLACEHOLDER,
MANG 6401,Sem Organizational Behavior,,3,University Of New Orleans,PLACEHOLDER,
MANG 6424,Sport Leadership and Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 6425,Small Group Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 6446,International Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 6467,Managing Human Resources,,3,University Of New Orleans,PLACEHOLDER,
MANG 6469,Staffing & Developing HRM,,3,University Of New Orleans,PLACEHOLDER,
MANG 6470,Employment Law for Managers,,3,University Of New Orleans,PLACEHOLDER,
MANG 6472,Project Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 6476,Operations Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 6480,Seminar Business Policies,,3,University Of New Orleans,PLACEHOLDER,
MANG 6491,Ind Study in Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 6494,Internship in Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 6497,Spec Topic Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 6710,Innovation Management,,3,University Of New Orleans,PLACEHOLDER,
MANG 6760,Managing Electronic Commerce,,3,University Of New Orleans,PLACEHOLDER,
MKT 3501,Principles of Marketing,,3,University Of New Orleans,PLACEHOLDER,
MKT 3505,Consumer Behavior,,3,University Of New Orleans,PLACEHOLDER,
MKT 3510,Intro to Marketing Research,,3,University Of New Orleans,PLACEHOLDER,
MKT 3515,Personal Selling,,3,University Of New Orleans,PLACEHOLDER,
MKT 3526,Legal Environment of Marketing,,3,University Of New Orleans,PLACEHOLDER,
MKT 3530,Sales Management,,3,University Of New Orleans,PLACEHOLDER,
MKT 3540,Integrated Marketing Comm,,3,University Of New Orleans,PLACEHOLDER,
MKT 3552,Retailing,,3,University Of New Orleans,PLACEHOLDER,
MKT 3580,Digital Marketing,,3,University Of New Orleans,PLACEHOLDER,
MKT 3590,Topic Seminar in Marketing,,3,University Of New Orleans,PLACEHOLDER,
MKT 3591,Indep Study in Marketing,,3,University Of New Orleans,PLACEHOLDER,
MKT 3599,Senior Honors Thesis,,3,University Of New Orleans,PLACEHOLDER,
MKT 4400,Marketing Found for Managers,,3,University Of New Orleans,PLACEHOLDER,
MKT 4535,Services Marketing,,3,University Of New Orleans,PLACEHOLDER,
MKT 4536,Health Care Marketing,,3,University Of New Orleans,PLACEHOLDER,
MKT 4546,Int�l Marketing Management,,3,University Of New Orleans,PLACEHOLDER,
MKT 4575,Logistics,,3,University Of New Orleans,PLACEHOLDER,
MKT 4580,Marketing Management,,3,University Of New Orleans,PLACEHOLDER,
MKT 4585,Marketing Internship,,3,University Of New Orleans,PLACEHOLDER,
MKT 4590,Marketing Strategy,,3,University Of New Orleans,PLACEHOLDER,
MKT 4700,Marketing Analytics,,3,University Of New Orleans,PLACEHOLDER,
MKT 5535,Services Marketing,,3,University Of New Orleans,PLACEHOLDER,
MKT 5536,Health Care Marketing,,3,University Of New Orleans,PLACEHOLDER,
MKT 5546,Int�l Marketing Management,,3,University Of New Orleans,PLACEHOLDER,
MKT 5575,Logistics,,3,University Of New Orleans,PLACEHOLDER,
MKT 5700,Marketing Analytics,,3,University Of New Orleans,PLACEHOLDER,
MKT 6503,Strategic Marketing Management,,3,University Of New Orleans,PLACEHOLDER,
MKT 6510,Adv Analysis Consumer Behavior,,3,University Of New Orleans,PLACEHOLDER,
MKT 6526,Sport Marketing,,3,University Of New Orleans,PLACEHOLDER,
MKT 6535,Advanced Services Mkt Mgt,,3,University Of New Orleans,PLACEHOLDER,
MKT 6536,Seminar Hlth Care Mang,,3,University Of New Orleans,PLACEHOLDER,
MKT 6546,Adv Sem International Markting,,3,University Of New Orleans,PLACEHOLDER,
MKT 6555,Marketing Research Methods,,3,University Of New Orleans,PLACEHOLDER,
MKT 6575,Logistics,,3,University Of New Orleans,PLACEHOLDER,
MKT 6591,Independent Study in Marketing,,3,University Of New Orleans,PLACEHOLDER,
MKT 6594,Internship in Marketing,,3,University Of New Orleans,PLACEHOLDER,
MKT 6595,Special Topics in Marketing,,3,University Of New Orleans,PLACEHOLDER,
MATH 1002,Mathematics Freshman Learning,,3,University Of New Orleans,PLACEHOLDER,
MATH 1003,Applied Algebra Support,,3,University Of New Orleans,PLACEHOLDER,
MATH 1006,Survey Math Supplement Support,,3,University Of New Orleans,PLACEHOLDER,
MATH 1011,Survey of Math Thought Support,,3,University Of New Orleans,PLACEHOLDER,
MATH 1012,Surv of Math II Support,,3,University Of New Orleans,PLACEHOLDER,
MATH 1013,Math Elem Teach Supp,,3,University Of New Orleans,PLACEHOLDER,
MATH 1014,Intro Stat Sci Supp,,3,University Of New Orleans,PLACEHOLDER,
MATH 1015,Applied Algebra Support,,3,University Of New Orleans,PLACEHOLDER,
MATH 1021,Prob Solv/Number Rel Elem Tchr,,3,University Of New Orleans,PLACEHOLDER,
MATH 1023,Prob Solv Geometry Elem Tchrs,,3,University Of New Orleans,PLACEHOLDER,
MATH 1025,Precalc Alg Support,,3,University Of New Orleans,PLACEHOLDER,
MATH 1031,Survey Mathematical Thought I,,3,University Of New Orleans,PLACEHOLDER,
MATH 1032,Survey Mathematical Thought II,,3,University Of New Orleans,PLACEHOLDER,
MATH 1042,Survey of Math Thought II,,3,University Of New Orleans,PLACEHOLDER,
MATH 1043,Math Teacher Supp Support,,3,University Of New Orleans,PLACEHOLDER,
MATH 1044,Intro to Stats for Science,,3,University Of New Orleans,PLACEHOLDER,
MATH 1045,Precalc Algebra Supplement,,3,University Of New Orleans,PLACEHOLDER,
MATH 1047,Intro to Business Stats,,3,University Of New Orleans,PLACEHOLDER,
MATH 1085,Intro Bus Stat Supp,,3,University Of New Orleans,PLACEHOLDER,
MATH 1115,Applied Algebra,,3,University Of New Orleans,PLACEHOLDER,
MATH 1125,Precalculus Algebra,,3,University Of New Orleans,PLACEHOLDER,
MATH 1126,Precalculus Trigonometry,,3,University Of New Orleans,PLACEHOLDER,
MATH 2103,Applied Calculus,,3,University Of New Orleans,PLACEHOLDER,
MATH 2114,Calculus I,,3,University Of New Orleans,PLACEHOLDER,
MATH 2124,Calculus II,,3,University Of New Orleans,PLACEHOLDER,
MATH 2134,Calculus III,,3,University Of New Orleans,PLACEHOLDER,
MATH 2221,Elem Differential Equations,,3,University Of New Orleans,PLACEHOLDER,
MATH 2314,Elementary Statistical Methods,,3,University Of New Orleans,PLACEHOLDER,
MATH 2785,Elementary Statistics for Business and Economics,,3,University Of New Orleans,PLACEHOLDER,
MATH 2998,Independent Study: Readings,,3,University Of New Orleans,PLACEHOLDER,
MATH 3099,Senior Honors Thesis,,3,University Of New Orleans,PLACEHOLDER,
MATH 3221,Meth in Differential Equations,,3,University Of New Orleans,PLACEHOLDER,
MATH 3400,Geometry,,3,University Of New Orleans,PLACEHOLDER,
MATH 3511,Intro to Linear Algebra,,3,University Of New Orleans,PLACEHOLDER,
MATH 3512,Introduction Abstract Algebra,,3,University Of New Orleans,PLACEHOLDER,
MATH 3721,Intro to Discrete Structures,,3,University Of New Orleans,PLACEHOLDER,
MATH 3900,Undergraduate Oral Examination,,3,University Of New Orleans,PLACEHOLDER,
MATH 4101,Advanced Calculus,,3,University Of New Orleans,PLACEHOLDER,
MATH 4102,Advanced Calculus,,3,University Of New Orleans,PLACEHOLDER,
MATH 4221,Intermed Ordinary Diff Equats,,3,University Of New Orleans,PLACEHOLDER,
MATH 4224,Partial Diff Equations I,,3,University Of New Orleans,PLACEHOLDER,
MATH 4230,Finite Element Analysis,,3,University Of New Orleans,PLACEHOLDER,
MATH 4270,Intro to Optimization,,3,University Of New Orleans,PLACEHOLDER,
MATH 4301,Analysis Variance & Exp Design,,3,University Of New Orleans,PLACEHOLDER,
MATH 4304,Intro to Regression Analysis,,3,University Of New Orleans,PLACEHOLDER,
MATH 4311,Intro Mathematical Statistics,,3,University Of New Orleans,PLACEHOLDER,
MATH 4312,Intro Mathematical Statistics,,3,University Of New Orleans,PLACEHOLDER,
MATH 4373,Data Analytics,,3,University Of New Orleans,PLACEHOLDER,
MATH 4385,Statistical Learning,,3,University Of New Orleans,PLACEHOLDER,
MATH 4410,Introduction to Quantum Nonlocality and Quantum Computing,,3,University Of New Orleans,PLACEHOLDER,
MATH 4411,Intro to Complex Analysis,,3,University Of New Orleans,PLACEHOLDER,
MATH 4511,Linear Algebra,,3,University Of New Orleans,PLACEHOLDER,
MATH 4611,Topology,,3,University Of New Orleans,PLACEHOLDER,
MATH 4801,Actuarial Prob I,,3,University Of New Orleans,PLACEHOLDER,
MATH 4802,Actuarial Prob II,,3,University Of New Orleans,PLACEHOLDER,
MATH 4803,Financial Math I,,3,University Of New Orleans,PLACEHOLDER,
MATH 4804,Financial Math II,,3,University Of New Orleans,PLACEHOLDER,
MATH 4990,Special Topics,,3,University Of New Orleans,PLACEHOLDER,
MATH 4998,Selected Readings in Math,,3,University Of New Orleans,PLACEHOLDER,
MATH 5101,Advanced Calculus,,3,University Of New Orleans,PLACEHOLDER,
MATH 5102,Advanced Calculus,,3,University Of New Orleans,PLACEHOLDER,
MATH 5221,Intermed Ordinary Diff Equats,,3,University Of New Orleans,PLACEHOLDER,
MATH 5224,Partial Diff Equations I,,3,University Of New Orleans,PLACEHOLDER,
MATH 5230,Finite Element Analysis,,3,University Of New Orleans,PLACEHOLDER,
MATH 5270,Intro to Optimization,,3,University Of New Orleans,PLACEHOLDER,
MATH 5280,Math Modeling Continuous Systm,,3,University Of New Orleans,PLACEHOLDER,
MATH 5301,Analysis Variance & Exp Design,,3,University Of New Orleans,PLACEHOLDER,
MATH 5304,Intro to Regression Analysis,,3,University Of New Orleans,PLACEHOLDER,
MATH 5311,Intro Mathematical Statistics,,3,University Of New Orleans,PLACEHOLDER,
MATH 5312,Intro Mathematical Statistics,,3,University Of New Orleans,PLACEHOLDER,
MATH 5373,Data Analytics,,3,University Of New Orleans,PLACEHOLDER,
MATH 5385,Statistical Learning,,3,University Of New Orleans,PLACEHOLDER,
MATH 5410,Intro to Quantum Nonlocality and Quantum Computing,,3,University Of New Orleans,PLACEHOLDER,
MATH 5411,Intro to Complex Analysis,,3,University Of New Orleans,PLACEHOLDER,
MATH 5511,Linear Algebra,,3,University Of New Orleans,PLACEHOLDER,
MATH 5611,Topology,,3,University Of New Orleans,PLACEHOLDER,
MATH 5801,Actuarial Prob I,,3,University Of New Orleans,PLACEHOLDER,
MATH 5802,Actuarial Prob II,,3,University Of New Orleans,PLACEHOLDER,
MATH 5803,Financial Math I,,3,University Of New Orleans,PLACEHOLDER,
MATH 5804,Financial Math II,,3,University Of New Orleans,PLACEHOLDER,
MATH 5990,Special Topics,,3,University Of New Orleans,PLACEHOLDER,
MATH 5991,Special Topics,,3,University Of New Orleans,PLACEHOLDER,
MATH 5992,Special Topics,,3,University Of New Orleans,PLACEHOLDER,
MATH 6201,Introduction to Applied Math,,3,University Of New Orleans,PLACEHOLDER,
MATH 6221,Adv Differential Equations,,3,University Of New Orleans,PLACEHOLDER,
MATH 6224,Partial Differential Eqs II,,3,University Of New Orleans,PLACEHOLDER,
MATH 6230,Adv Finite Element Analysis,,3,University Of New Orleans,PLACEHOLDER,
MATH 6242,Functional Analysis,,3,University Of New Orleans,PLACEHOLDER,
MATH 6270,Advanced Optimization,,3,University Of New Orleans,PLACEHOLDER,
MATH 6300,Statistical Programming SAS,,3,University Of New Orleans,PLACEHOLDER,
MATH 6301,Applied Statistics,,3,University Of New Orleans,PLACEHOLDER,
MATH 6303,Multivariate Statistical Analy,,3,University Of New Orleans,PLACEHOLDER,
MATH 6304,Regression Analysis,,3,University Of New Orleans,PLACEHOLDER,
MATH 6311,Mathematical Statistics,,3,University Of New Orleans,PLACEHOLDER,
MATH 6312,Mathematical Statistics,,3,University Of New Orleans,PLACEHOLDER,
MATH 6331,Categorical Data Analysis,,3,University Of New Orleans,PLACEHOLDER,
MATH 6341,Linear Statistical Models,,3,University Of New Orleans,PLACEHOLDER,
MATH 6351,Time Series Analysis,,3,University Of New Orleans,PLACEHOLDER,
MATH 6362,Reliability Theory,,3,University Of New Orleans,PLACEHOLDER,
MATH 6370,Statistical Consulting,,3,University Of New Orleans,PLACEHOLDER,
